flow.stigma,stigmanum,uID,No.visits,year,Farm,Treatment,tc,variable,value,time,valbin
44,B,51,3,2017,Savio,V3,Visited,TotPollen,389,1,0
44,C,51,3,2017,Savio,V3,Visited,TotPollen,208,1,0
44,D,51,3,2017,Savio,V3,Visited,TotPollen,247,1,0
46,A,44,3,2017,Savio,V3,Visited,TotPollen,8,1,0
46,B,44,3,2017,Savio,V3,Visited,TotPollen,17,1,0
46,C,44,3,2017,Savio,V3,Visited,TotPollen,15,1,0
46,D,44,3,2017,Savio,V3,Visited,TotPollen,0,1,1
46,E,44,3,2017,Savio,V3,Visited,TotPollen,3,1,0
11,A,219for_v_st217,5,2018,savio,V5,Visited,TotPollen,6,1,0
11,B,219for_v_st217,5,2018,savio,V5,Visited,TotPollen,7,1,0
11,C,219for_v_st217,5,2018,savio,V5,Visited,TotPollen,2,1,0
11,D,219for_v_st217,5,2018,savio,V5,Visited,TotPollen,1,1,0
157,A,209for_v_st212,5,2018,savio,V5,Visited,TotPollen,0,1,1
157,B,209for_v_st212,5,2018,savio,V5,Visited,TotPollen,0,1,1
157,C,209for_v_st212,5,2018,savio,V5,Visited,TotPollen,0,1,1
157,D,209for_v_st212,5,2018,savio,V5,Visited,TotPollen,0,1,1
200,A,169for_v_st103,5,2018,savio,V5,Visited,TotPollen,0,1,1
200,B,169for_v_st103,5,2018,savio,V5,Visited,TotPollen,3,1,0
200,C,169for_v_st103,5,2018,savio,V5,Visited,TotPollen,5,1,0
200,D,169for_v_st103,5,2018,savio,V5,Visited,TotPollen,4,1,0
200,E,169for_v_st103,5,2018,savio,V5,Visited,TotPollen,3,1,0
200,F,169for_v_st103,5,2018,savio,V5,Visited,TotPollen,7,1,0
209,A,169for_v_st005,5,2018,savio,V5,Visited,TotPollen,139,1,0
209,B,169for_v_st005,5,2018,savio,V5,Visited,TotPollen,89,1,0
209,C,169for_v_st005,5,2018,savio,V5,Visited,TotPollen,80,1,0
209,D,169for_v_st005,5,2018,savio,V5,Visited,TotPollen,57,1,0
243,E,219for_v_st123,5,2018,savio,V5,Visited,TotPollen,88,1,0
243,D,219for_v_st123,5,2018,savio,V5,Visited,TotPollen,141,1,0
243,C,219for_v_st123,5,2018,savio,V5,Visited,TotPollen,314,1,0
243,B,219for_v_st123,5,2018,savio,V5,Visited,TotPollen,170,1,0
243,A,219for_v_st123,5,2018,savio,V5,Visited,TotPollen,272,1,0
222,A,169for_v_st004,5,2018,savio,V5,Visited,TotPollen,121,1,0
222,B,169for_v_st004,5,2018,savio,V5,Visited,TotPollen,171,1,0
222,C,169for_v_st004,5,2018,savio,V5,Visited,TotPollen,108,1,0
222,D,169for_v_st004,5,2018,savio,V5,Visited,TotPollen,116,1,0
222,E,169for_v_st004,5,2018,savio,V5,Visited,TotPollen,58,1,0
143,B,910v1_v_st109,5,2018,ausfarm,V5,Visited,TotPollen,128,1,0
143,A,910v1_v_st109,5,2018,ausfarm,V5,Visited,TotPollen,182,1,0
143,C,910v1_v_st109,5,2018,ausfarm,V5,Visited,TotPollen,243,1,0
143,D,910v1_v_st109,5,2018,ausfarm,V5,Visited,TotPollen,205,1,0
143,E,910v1_v_st109,5,2018,ausfarm,V5,Visited,TotPollen,227,1,0
12,A,1046,5,2017,Savio,V5,Visited,TotPollen,3,1,0
12,B,1046,5,2017,Savio,V5,Visited,TotPollen,13,1,0
12,C,1046,5,2017,Savio,V5,Visited,TotPollen,3,1,0
12,D,1046,5,2017,Savio,V5,Visited,TotPollen,3,1,0
13,A,2022,5,2017,Ausfarm,V5,Visited,TotPollen,401,1,0
13,B,2022,5,2017,Ausfarm,V5,Visited,TotPollen,85,1,0
13,C,2022,5,2017,Ausfarm,V5,Visited,TotPollen,287,1,0
13,D,2022,5,2017,Ausfarm,V5,Visited,TotPollen,83,1,0
23,A,2018,5,2017,Savio,V5,Visited,TotPollen,2,1,0
23,B,2018,5,2017,Savio,V5,Visited,TotPollen,1,1,0
23,C,2018,5,2017,Savio,V5,Visited,TotPollen,0,1,1
23,D,2018,5,2017,Savio,V5,Visited,TotPollen,9,1,0
23,E,2018,5,2017,Savio,V5,Visited,TotPollen,4,1,0
26,A,55,5,2017,Savio,V5,Visited,TotPollen,12,1,0
26,B,55,5,2017,Savio,V5,Visited,TotPollen,47,1,0
26,C,55,5,2017,Savio,V5,Visited,TotPollen,51,1,0
26,D,55,5,2017,Savio,V5,Visited,TotPollen,27,1,0
26,E,55,5,2017,Savio,V5,Visited,TotPollen,16,1,0
28,A,85,5,2017,Nicoletti,V5,Visited,TotPollen,129,1,0
28,B,85,5,2017,Nicoletti,V5,Visited,TotPollen,111,1,0
28,C,85,5,2017,Nicoletti,V5,Visited,TotPollen,61,1,0
28,D,85,5,2017,Nicoletti,V5,Visited,TotPollen,49,1,0
28,E,85,5,2017,Nicoletti,V5,Visited,TotPollen,160,1,0
45,A,2028,5,2017,Ausfarm,V5,Visited,TotPollen,486,1,0
45,B,2028,5,2017,Ausfarm,V5,Visited,TotPollen,502,1,0
45,C,2028,5,2017,Ausfarm,V5,Visited,TotPollen,252,1,0
45,D,2028,5,2017,Ausfarm,V5,Visited,TotPollen,208,1,0
45,E,2028,5,2017,Ausfarm,V5,Visited,TotPollen,647,1,0
27,A,910v1_v_st101,7,2018,ausfarm,V7,Visited,TotPollen,76,1,0
27,B,910v1_v_st101,7,2018,ausfarm,V7,Visited,TotPollen,132,1,0
27,C,910v1_v_st101,7,2018,ausfarm,V7,Visited,TotPollen,302,1,0
27,D,910v1_v_st101,7,2018,ausfarm,V7,Visited,TotPollen,172,1,0
27,E,910v1_v_st101,7,2018,ausfarm,V7,Visited,TotPollen,277,1,0
158,A,169for_v_st106,7,2018,savio,V7,Visited,TotPollen,111,1,0
158,B,169for_v_st106,7,2018,savio,V7,Visited,TotPollen,59,1,0
158,C,169for_v_st106,7,2018,savio,V7,Visited,TotPollen,124,1,0
158,D,169for_v_st106,7,2018,savio,V7,Visited,TotPollen,99,1,0
158,E,169for_v_st106,7,2018,savio,V7,Visited,TotPollen,133,1,0
197,A,169for_v_st205,7,2018,savio,V7,Visited,TotPollen,115,1,0
197,B,169for_v_st205,7,2018,savio,V7,Visited,TotPollen,70,1,0
197,C,169for_v_st205,7,2018,savio,V7,Visited,TotPollen,16,1,0
214,A,219for_v_st224,7,2018,savio,V7,Visited,TotPollen,23,1,0
214,B,219for_v_st224,7,2018,savio,V7,Visited,TotPollen,44,1,0
214,C,219for_v_st224,7,2018,savio,V7,Visited,TotPollen,53,1,0
214,D,219for_v_st224,7,2018,savio,V7,Visited,TotPollen,20,1,0
218,A,910v1_v_st104,7,2018,ausfarm,V7,Visited,TotPollen,146,1,0
218,B,910v1_v_st104,7,2018,ausfarm,V7,Visited,TotPollen,62,1,0
218,C,910v1_v_st104,7,2018,ausfarm,V7,Visited,TotPollen,91,1,0
218,D,910v1_v_st104,7,2018,ausfarm,V7,Visited,TotPollen,151,1,0
218,E,910v1_v_st104,7,2018,ausfarm,V7,Visited,TotPollen,65,1,0
283,E,910v1_v_st102,7,2018,ausfarm,V7,Visited,TotPollen,48,1,0
283,D,910v1_v_st102,7,2018,ausfarm,V7,Visited,TotPollen,26,1,0
283,C,910v1_v_st102,7,2018,ausfarm,V7,Visited,TotPollen,36,1,0
283,B,910v1_v_st102,7,2018,ausfarm,V7,Visited,TotPollen,29,1,0
283,A,910v1_v_st102,7,2018,ausfarm,V7,Visited,TotPollen,67,1,0
69,a,910v1_v_st106,7,2018,ausfarm,V7,Visited,TotPollen,398,1,0
69,b,910v1_v_st106,7,2018,ausfarm,V7,Visited,TotPollen,128,1,0
69,c,910v1_v_st106,7,2018,ausfarm,V7,Visited,TotPollen,300,1,0
69,d,910v1_v_st106,7,2018,ausfarm,V7,Visited,TotPollen,112,1,0
94,a,219for_v_st124,7,2018,savio,V7,Visited,TotPollen,290,1,0
94,b,219for_v_st124,7,2018,savio,V7,Visited,TotPollen,314,1,0
94,c,219for_v_st124,7,2018,savio,V7,Visited,TotPollen,208,1,0
94,d,219for_v_st124,7,2018,savio,V7,Visited,TotPollen,436,1,0
94,e,219for_v_st124,7,2018,savio,V7,Visited,TotPollen,150,1,0
184,A,199for_v_sta,8,2018,savio,V8,Visited,TotPollen,165,1,0
184,B,199for_v_sta,8,2018,savio,V8,Visited,TotPollen,89,1,0
184,C,199for_v_sta,8,2018,savio,V8,Visited,TotPollen,105,1,0
184,D,199for_v_sta,8,2018,savio,V8,Visited,TotPollen,64,1,0
292,E,910v1_v_st103,8,2018,ausfarm,V8,Visited,TotPollen,15,1,0
292,D,910v1_v_st103,8,2018,ausfarm,V8,Visited,TotPollen,7,1,0
292,C,910v1_v_st103,8,2018,ausfarm,V8,Visited,TotPollen,34,1,0
292,B,910v1_v_st103,8,2018,ausfarm,V8,Visited,TotPollen,43,1,0
292,A,910v1_v_st103,8,2018,ausfarm,V8,Visited,TotPollen,20,1,0
138,A,219for_v_st222,8,2018,savio,V8,Visited,TotPollen,450,1,0
138,B,219for_v_st222,8,2018,savio,V8,Visited,TotPollen,142,1,0
138,C,219for_v_st222,8,2018,savio,V8,Visited,TotPollen,520,1,0
138,D,219for_v_st222,8,2018,savio,V8,Visited,TotPollen,332,1,0
138,E,219for_v_st222,8,2018,savio,V8,Visited,TotPollen,383,1,0
39,a,209for_v_st209,8,2018,savio,V8,Visited,TotPollen,15,1,0
39,b,209for_v_st209,8,2018,savio,V8,Visited,TotPollen,9,1,0
39,c,209for_v_st209,8,2018,savio,V8,Visited,TotPollen,38,1,0
39,d,209for_v_st209,8,2018,savio,V8,Visited,TotPollen,15,1,0
173,A,169for_v_st105,9,2018,savio,V9,Visited,TotPollen,146,1,0
173,B,169for_v_st105,9,2018,savio,V9,Visited,TotPollen,43,1,0
173,C,169for_v_st105,9,2018,savio,V9,Visited,TotPollen,54,1,0
173,D,169for_v_st105,9,2018,savio,V9,Visited,TotPollen,59,1,0
121,a,209for_v_st214,9,2018,savio,V9,Visited,TotPollen,2,1,0
121,b,209for_v_st214,9,2018,savio,V9,Visited,TotPollen,3,1,0
121,c,209for_v_st214,9,2018,savio,V9,Visited,TotPollen,0,1,1
121,d,209for_v_st214,9,2018,savio,V9,Visited,TotPollen,15,1,0
121,e,209for_v_st214,9,2018,savio,V9,Visited,TotPollen,3,1,0
6,A,199cos_c_st009,na,2018,rizzatto,C,Control,PTT,0,2,1
6,B,199cos_c_st009,na,2018,rizzatto,C,Control,PTT,0,2,1
6,C,199cos_c_st009,na,2018,rizzatto,C,Control,PTT,0,2,1
6,D,199cos_c_st009,na,2018,rizzatto,C,Control,PTT,0,2,1
6,E,199cos_c_st009,na,2018,rizzatto,C,Control,PTT,0,2,1
211,A,139for_c_st020,na,2018,savio,C,Control,PTT,128,2,0
211,B,139for_c_st020,na,2018,savio,C,Control,PTT,0,2,1
211,C,139for_c_st020,na,2018,savio,C,Control,PTT,14,2,0
288,E,139for_c_st009,na,2018,savio,C,Control,PTT,5,2,0
288,D,139for_c_st009,na,2018,savio,C,Control,PTT,25,2,0
288,C,139for_c_st009,na,2018,savio,C,Control,PTT,1,2,0
288,B,139for_c_st009,na,2018,savio,C,Control,PTT,14,2,0
288,A,139for_c_st009,na,2018,savio,C,Control,PTT,10,2,0
97,a,179pit_c_st012,na,2018,fastfruit,C,Control,PTT,0,2,1
97,b,179pit_c_st012,na,2018,fastfruit,C,Control,PTT,0,2,1
97,c,179pit_c_st012,na,2018,fastfruit,C,Control,PTT,0,2,1
97,d,179pit_c_st012,na,2018,fastfruit,C,Control,PTT,0,2,1
97,e,179pit_c_st012,na,2018,fastfruit,C,Control,PTT,0,2,1
110,a,159pom_c_st002a,NA,2018,ausfarm,C,Control,PTT,0,2,1
110,b,159pom_c_st002a,NA,2018,ausfarm,C,Control,PTT,17,2,0
110,c,159pom_c_st002a,NA,2018,ausfarm,C,Control,PTT,31,2,0
110,d,159pom_c_st002a,NA,2018,ausfarm,C,Control,PTT,27,2,0
110,e,159pom_c_st002a,NA,2018,ausfarm,C,Control,PTT,9,2,0
14,A,2029,na,2017,Ausfarm,C,Control,PTT,0,2,1
14,B,2029,na,2017,Ausfarm,C,Control,PTT,0,2,1
14,C,2029,na,2017,Ausfarm,C,Control,PTT,0,2,1
14,D,2029,na,2017,Ausfarm,C,Control,PTT,0,2,1
14,E,2029,na,2017,Ausfarm,C,Control,PTT,0,2,1
16,A,5001,na,2017,Ausfarm,C,Control,PTT,0,2,1
16,B,5001,na,2017,Ausfarm,C,Control,PTT,0,2,1
16,C,5001,na,2017,Ausfarm,C,Control,PTT,0,2,1
16,D,5001,na,2017,Ausfarm,C,Control,PTT,0,2,1
16,E,5001,na,2017,Ausfarm,C,Control,PTT,0,2,1
17,A,5008,na,2017,Ausfarm,C,Control,PTT,0,2,1
17,B,5008,na,2017,Ausfarm,C,Control,PTT,0,2,1
17,C,5008,na,2017,Ausfarm,C,Control,PTT,0,2,1
17,D,5008,na,2017,Ausfarm,C,Control,PTT,0,2,1
17,E,5008,na,2017,Ausfarm,C,Control,PTT,0,2,1
1,A,5007,na,2017,Ausfarm,C,Control,PTT,16,2,0
1,B,5007,na,2017,Ausfarm,C,Control,PTT,2,2,0
1,C,5007,na,2017,Ausfarm,C,Control,PTT,3,2,0
1,D,5007,na,2017,Ausfarm,C,Control,PTT,7,2,0
21,A,5011,na,2017,Ausfarm,C,Control,PTT,0,2,1
21,B,5011,na,2017,Ausfarm,C,Control,PTT,0,2,1
21,C,5011,na,2017,Ausfarm,C,Control,PTT,0,2,1
27,A,50,na,2017,Savio,C,Control,PTT,2,2,0
27,B,50,na,2017,Savio,C,Control,PTT,3,2,0
27,C,50,na,2017,Savio,C,Control,PTT,0,2,1
27,D,50,na,2017,Savio,C,Control,PTT,0,2,1
27,E,50,na,2017,Savio,C,Control,PTT,0,2,1
2,A,5002,na,2017,Ausfarm,C,Control,PTT,0,2,1
2,B,5002,na,2017,Ausfarm,C,Control,PTT,0,2,1
2,C,5002,na,2017,Ausfarm,C,Control,PTT,0,2,1
2,D,5002,na,2017,Ausfarm,C,Control,PTT,0,2,1
2,E,5002,na,2017,Ausfarm,C,Control,PTT,2,2,0
35,A,5020,na,2017,Ausfarm,C,Control,PTT,0,2,1
35,B,5020,na,2017,Ausfarm,C,Control,PTT,0,2,1
35,C,5020,na,2017,Ausfarm,C,Control,PTT,0,2,1
35,D,5020,na,2017,Ausfarm,C,Control,PTT,0,2,1
3,A,101,na,2017,Nicoletti,C,Control,PTT,0,2,1
3,B,101,na,2017,Nicoletti,C,Control,PTT,0,2,1
3,C,101,na,2017,Nicoletti,C,Control,PTT,0,2,1
3,D,101,na,2017,Nicoletti,C,Control,PTT,0,2,1
5,A,90,na,2017,Nicoletti,C,Control,PTT,0,2,1
5,B,90,na,2017,Nicoletti,C,Control,PTT,0,2,1
5,C,90,na,2017,Nicoletti,C,Control,PTT,0,2,1
5,D,90,na,2017,Nicoletti,C,Control,PTT,0,2,1
5,E,90,na,2017,Nicoletti,C,Control,PTT,0,2,1
6,A,3001,na,2017,Ausfarm,C,Control,PTT,1,2,0
6,B,3001,na,2017,Ausfarm,C,Control,PTT,1,2,0
6,C,3001,na,2017,Ausfarm,C,Control,PTT,0,2,1
6,D,3001,na,2017,Ausfarm,C,Control,PTT,0,2,1
6,E,3001,na,2017,Ausfarm,C,Control,PTT,1,2,0
8,A,2017,na,2017,Savio,C,Control,PTT,0,2,1
8,B,2017,na,2017,Savio,C,Control,PTT,0,2,1
8,C,2017,na,2017,Savio,C,Control,PTT,0,2,1
8,D,2017,na,2017,Savio,C,Control,PTT,0,2,1
8,E,2017,na,2017,Savio,C,Control,PTT,0,2,1
8,A,1710for_hp_st003,NA,2018,savio,HP,Hand pollinated,PTT,40,2,0
8,B,1710for_hp_st003,NA,2018,savio,HP,Hand pollinated,PTT,41,2,0
8,C,1710for_hp_st003,NA,2018,savio,HP,Hand pollinated,PTT,67,2,0
8,D,1710for_hp_st003,NA,2018,savio,HP,Hand pollinated,PTT,68,2,0
8,E,1710for_hp_st003,NA,2018,savio,HP,Hand pollinated,PTT,82,2,0
18,A,219pit_hp_st305,NA,2018,fastfruit,HP,Hand pollinated,PTT,8,2,0
18,B,219pit_hp_st305,NA,2018,fastfruit,HP,Hand pollinated,PTT,0,2,1
18,C,219pit_hp_st305,NA,2018,fastfruit,HP,Hand pollinated,PTT,8,2,0
18,D,219pit_hp_st305,NA,2018,fastfruit,HP,Hand pollinated,PTT,3,2,0
18,E,219pit_hp_st305,NA,2018,fastfruit,HP,Hand pollinated,PTT,2,2,0
18,F,219pit_hp_st305,NA,2018,fastfruit,HP,Hand pollinated,PTT,0,2,1
169,A,1710for_hp_st008,na,2018,savio,HP,Hand pollinated,PTT,150,2,0
169,B,1710for_hp_st008,na,2018,savio,HP,Hand pollinated,PTT,162,2,0
169,C,1710for_hp_st008,na,2018,savio,HP,Hand pollinated,PTT,90,2,0
169,D,1710for_hp_st008,na,2018,savio,HP,Hand pollinated,PTT,93,2,0
169,E,1710for_hp_st008,na,2018,savio,HP,Hand pollinated,PTT,167,2,0
169,F,1710for_hp_st008,na,2018,savio,HP,Hand pollinated,PTT,146,2,0
182,A,1710acr_hp_st103,na,2018,ausfarm,HP,Hand pollinated,PTT,44,2,0
182,B,1710acr_hp_st103,na,2018,ausfarm,HP,Hand pollinated,PTT,101,2,0
182,C,1710acr_hp_st103,na,2018,ausfarm,HP,Hand pollinated,PTT,10,2,0
182,D,1710acr_hp_st103,na,2018,ausfarm,HP,Hand pollinated,PTT,59,2,0
182,E,1710acr_hp_st103,na,2018,ausfarm,HP,Hand pollinated,PTT,35,2,0
46,a,1710v1_hp_st108,na,2018,ausfarm,HP,Hand pollinated,PTT,41,2,0
46,b,1710v1_hp_st108,na,2018,ausfarm,HP,Hand pollinated,PTT,55,2,0
46,c,1710v1_hp_st108,na,2018,ausfarm,HP,Hand pollinated,PTT,33,2,0
46,d,1710v1_hp_st108,na,2018,ausfarm,HP,Hand pollinated,PTT,49,2,0
46,e,1710v1_hp_st108,na,2018,ausfarm,HP,Hand pollinated,PTT,48,2,0
11,A,4014,na,2017,Savio,HP,Hand pollinated,PTT,1,2,0
11,B,4014,na,2017,Savio,HP,Hand pollinated,PTT,0,2,1
11,C,4014,na,2017,Savio,HP,Hand pollinated,PTT,0,2,1
11,D,4014,na,2017,Savio,HP,Hand pollinated,PTT,2,2,0
18,A,4015,na,2017,Savio,HP,Hand pollinated,PTT,33,2,0
18,B,4015,na,2017,Savio,HP,Hand pollinated,PTT,13,2,0
18,C,4015,na,2017,Savio,HP,Hand pollinated,PTT,17,2,0
18,D,4015,na,2017,Savio,HP,Hand pollinated,PTT,34,2,0
19,A,4017,na,2017,Savio,HP,Hand pollinated,PTT,3,2,0
19,B,4017,na,2017,Savio,HP,Hand pollinated,PTT,0,2,1
19,C,4017,na,2017,Savio,HP,Hand pollinated,PTT,6,2,0
19,D,4017,na,2017,Savio,HP,Hand pollinated,PTT,8,2,0
19,E,4017,na,2017,Savio,HP,Hand pollinated,PTT,0,2,1
30,A,4013,na,2017,Savio,HP,Hand pollinated,PTT,9,2,0
30,B,4013,na,2017,Savio,HP,Hand pollinated,PTT,21,2,0
30,C,4013,na,2017,Savio,HP,Hand pollinated,PTT,2,2,0
30,D,4013,na,2017,Savio,HP,Hand pollinated,PTT,7,2,0
30,E,4013,na,2017,Savio,HP,Hand pollinated,PTT,5,2,0
31,A,4004,na,2017,Savio,HP,Hand pollinated,PTT,16,2,0
31,B,4004,na,2017,Savio,HP,Hand pollinated,PTT,27,2,0
31,C,4004,na,2017,Savio,HP,Hand pollinated,PTT,15,2,0
31,D,4004,na,2017,Savio,HP,Hand pollinated,PTT,11,2,0
9,A,4018,na,2017,Savio,HP,Hand pollinated,PTT,3,2,0
9,B,4018,na,2017,Savio,HP,Hand pollinated,PTT,9,2,0
9,C,4018,na,2017,Savio,HP,Hand pollinated,PTT,10,2,0
9,D,4018,na,2017,Savio,HP,Hand pollinated,PTT,3,2,0
9,E,4018,na,2017,Savio,HP,Hand pollinated,PTT,3,2,0
1,A,1610for_o_st019,na,2018,savio,O,Open,PTT,0,2,1
1,B,1610for_o_st019,na,2018,savio,O,Open,PTT,2,2,0
4,A,1610for_o_st012,NA,2018,savio,O,Open,PTT,10,2,0
4,B,1610for_o_st012,NA,2018,savio,O,Open,PTT,5,2,0
4,C,1610for_o_st012,NA,2018,savio,O,Open,PTT,21,2,0
4,D,1610for_o_st012,NA,2018,savio,O,Open,PTT,30,2,0
4,E,1610for_o_st012,NA,2018,savio,O,Open,PTT,5,2,0
5,A,210v1_o_st015,na,2018,ausfarm,O,Open,PTT,3,2,0
5,B,210v1_o_st015,na,2018,ausfarm,O,Open,PTT,9,2,0
5,C,210v1_o_st015,na,2018,ausfarm,O,Open,PTT,10,2,0
5,D,210v1_o_st015,na,2018,ausfarm,O,Open,PTT,20,2,0
5,E,210v1_o_st015,na,2018,ausfarm,O,Open,PTT,58,2,0
9,A,210bir_o_st017,na,2018,savio,O,Open,PTT,10,2,0
9,B,210bir_o_st017,na,2018,savio,O,Open,PTT,0,2,1
9,C,210bir_o_st017,na,2018,savio,O,Open,PTT,26,2,0
9,D,210bir_o_st017,na,2018,savio,O,Open,PTT,10,2,0
9,E,210bir_o_st017,na,2018,savio,O,Open,PTT,29,2,0
12,A,1610acr_o_st010,na,2018,ausfarm,O,Open,PTT,0,2,1
12,B,1610acr_o_st010,na,2018,ausfarm,O,Open,PTT,0,2,1
12,C,1610acr_o_st010,na,2018,ausfarm,O,Open,PTT,0,2,1
12,D,1610acr_o_st010,na,2018,ausfarm,O,Open,PTT,0,2,1
12,E,1610acr_o_st010,na,2018,ausfarm,O,Open,PTT,0,2,1
12,F,1610acr_o_st010,na,2018,ausfarm,O,Open,PTT,0,2,1
21,A,210v1_o_st014,na,2018,ausfarm,O,Open,PTT,11,2,0
21,B,210v1_o_st014,na,2018,ausfarm,O,Open,PTT,63,2,0
21,C,210v1_o_st014,na,2018,ausfarm,O,Open,PTT,55,2,0
21,D,210v1_o_st014,na,2018,ausfarm,O,Open,PTT,110,2,0
22,A,1610acr_o_st004,NA,2018,ausfarm,O,Open,PTT,3,2,0
22,B,1610acr_o_st004,NA,2018,ausfarm,O,Open,PTT,17,2,0
22,C,1610acr_o_st004,NA,2018,ausfarm,O,Open,PTT,6,2,0
22,D,1610acr_o_st004,NA,2018,ausfarm,O,Open,PTT,3,2,0
22,E,1610acr_o_st004,NA,2018,ausfarm,O,Open,PTT,3,2,0
22,F,1610acr_o_st004,NA,2018,ausfarm,O,Open,PTT,3,2,0
26,A,1610acr_o_st012,na,2018,ausfarm,O,Open,PTT,9,2,0
26,B,1610acr_o_st012,na,2018,ausfarm,O,Open,PTT,0,2,1
26,C,1610acr_o_st012,na,2018,ausfarm,O,Open,PTT,0,2,1
26,D,1610acr_o_st012,na,2018,ausfarm,O,Open,PTT,0,2,1
26,E,1610acr_o_st012,na,2018,ausfarm,O,Open,PTT,0,2,1
30,A,210v1_o_st017,NA,2018,ausfarm,O,Open,PTT,9,2,0
30,B,210v1_o_st017,NA,2018,ausfarm,O,Open,PTT,23,2,0
30,C,210v1_o_st017,NA,2018,ausfarm,O,Open,PTT,30,2,0
30,D,210v1_o_st017,NA,2018,ausfarm,O,Open,PTT,8,2,0
30,E,210v1_o_st017,NA,2018,ausfarm,O,Open,PTT,30,2,0
31,A,210bir_o_st011,na,2018,savio,O,Open,PTT,36,2,0
31,B,210bir_o_st011,na,2018,savio,O,Open,PTT,7,2,0
31,C,210bir_o_st011,na,2018,savio,O,Open,PTT,41,2,0
31,D,210bir_o_st011,na,2018,savio,O,Open,PTT,12,2,0
31,E,210bir_o_st011,na,2018,savio,O,Open,PTT,62,2,0
34,A,1610acr_o_st006,na,2018,ausfarm,O,Open,PTT,5,2,0
34,B,1610acr_o_st006,na,2018,ausfarm,O,Open,PTT,10,2,0
34,c,1610acr_o_st006,na,2018,ausfarm,O,Open,PTT,0,2,1
34,d,1610acr_o_st006,na,2018,ausfarm,O,Open,PTT,0,2,1
34,e,1610acr_o_st006,na,2018,ausfarm,O,Open,PTT,0,2,1
35,a,210v1_o_st013,na,2018,ausfarm,O,Open,PTT,30,2,0
35,b,210v1_o_st013,na,2018,ausfarm,O,Open,PTT,15,2,0
35,c,210v1_o_st013,na,2018,ausfarm,O,Open,PTT,12,2,0
35,d,210v1_o_st013,na,2018,ausfarm,O,Open,PTT,4,2,0
10,A,219for_v_st119,1,2018,savio,V1,Visited,PTT,12,2,0
10,B,219for_v_st119,1,2018,savio,V1,Visited,PTT,26,2,0
10,C,219for_v_st119,1,2018,savio,V1,Visited,PTT,41,2,0
10,D,219for_v_st119,1,2018,savio,V1,Visited,PTT,11,2,0
10,E,219for_v_st119,1,2018,savio,V1,Visited,PTT,23,2,0
152,A,169for_v_st207,1,2018,savio,V1,Visited,PTT,0,2,1
152,B,169for_v_st207,1,2018,savio,V1,Visited,PTT,1,2,0
152,C,169for_v_st207,1,2018,savio,V1,Visited,PTT,1,2,0
152,D,169for_v_st207,1,2018,savio,V1,Visited,PTT,5,2,0
152,E,169for_v_st207,1,2018,savio,V1,Visited,PTT,0,2,1
201,A,219for_v_st218,1,2018,savio,V1,Visited,PTT,0,2,1
201,B,219for_v_st218,1,2018,savio,V1,Visited,PTT,0,2,1
201,C,219for_v_st218,1,2018,savio,V1,Visited,PTT,0,2,1
201,D,219for_v_st218,1,2018,savio,V1,Visited,PTT,0,2,1
201,E,219for_v_st218,1,2018,savio,V1,Visited,PTT,0,2,1
217,A,209cos_v_st204,1,2018,rizzatto,V1,Visited,PTT,0,2,1
217,B,209cos_v_st204,1,2018,rizzatto,V1,Visited,PTT,3,2,0
217,C,209cos_v_st204,1,2018,rizzatto,V1,Visited,PTT,2,2,0
217,D,209cos_v_st204,1,2018,rizzatto,V1,Visited,PTT,1,2,0
275,E,910v1_v_st004,1,2018,ausfarm,V1,Visited,PTT,43,2,0
275,D,910v1_v_st004,1,2018,ausfarm,V1,Visited,PTT,11,2,0
275,C,910v1_v_st004,1,2018,ausfarm,V1,Visited,PTT,33,2,0
275,B,910v1_v_st004,1,2018,ausfarm,V1,Visited,PTT,0,2,1
275,A,910v1_v_st004,1,2018,ausfarm,V1,Visited,PTT,3,2,0
245,D,169for_v_st208,1,2018,savio,V1,Visited,PTT,0,2,1
245,C,169for_v_st208,1,2018,savio,V1,Visited,PTT,0,2,1
245,B,169for_v_st208,1,2018,savio,V1,Visited,PTT,0,2,1
245,A,169for_v_st208,1,2018,savio,V1,Visited,PTT,0,2,1
219,A,219for_v_st116,1,2018,savio,V1,Visited,PTT,1,2,0
219,B,219for_v_st116,1,2018,savio,V1,Visited,PTT,24,2,0
219,C,219for_v_st116,1,2018,savio,V1,Visited,PTT,5,2,0
219,D,219for_v_st116,1,2018,savio,V1,Visited,PTT,54,2,0
219,E,219for_v_st116,1,2018,savio,V1,Visited,PTT,10,2,0
104,a,219for_v_st120,1,2018,savio,V1,Visited,PTT,1,2,0
104,b,219for_v_st120,1,2018,savio,V1,Visited,PTT,32,2,0
104,c,219for_v_st120,1,2018,savio,V1,Visited,PTT,12,2,0
104,d,219for_v_st120,1,2018,savio,V1,Visited,PTT,28,2,0
104,e,219for_v_st120,1,2018,savio,V1,Visited,PTT,4,2,0
29,A,39,1,2017,Savio,V1,Visited,PTT,0,2,1
29,B,39,1,2017,Savio,V1,Visited,PTT,0,2,1
29,C,39,1,2017,Savio,V1,Visited,PTT,0,2,1
37,A,2015,1,2017,Savio,V1,Visited,PTT,0,2,1
37,B,2015,1,2017,Savio,V1,Visited,PTT,0,2,1
37,C,2015,1,2017,Savio,V1,Visited,PTT,0,2,1
37,D,2015,1,2017,Savio,V1,Visited,PTT,0,2,1
